movie_id,title_ko,title_en,gubun,genre,nation,theater_admissions,online_cumulative,seat_cnt,lifetime_vod,first_year_vod,online_open,theater_open
FS20010251,분노의 질주,The Fast & The Furious,일반영화,"범죄,액션",미국,7266,96311,140799,96311,3553,2013-07-04,2001-09-21
FS20231971,플래시,The Flash,일반영화,액션,미국,635271,96258,6654509,96258,93055,2023-06-30,2023-06-14
FS20192984,극장판 미니특공대: 공룡왕 디노,Miniforce: Dino King,일반영화,애니메이션,한국,79772,96214,699811,96214,70113,2020-02-24,2020-02-06
FS20133704,그렇게 아버지가 된다,"Like Father, Like Son",,,일본,128973,96000,559695,95951,32409,2013-12-19,
FS20000067,러브레터,Love Letter,,,일본,259754,95888,2266472,95888,6257,2016-02-02,1999-11-20
FS20134533,타잔 3D,TARZAN 3D,일반영화,"애니메이션,액션,어드벤처",독일,598204,95956,1923922,95733,74049,2014-01-09,
FS19960083,유주얼 서스펙트,The Usual Suspects,,,미국,7133,95606,138026,95606,6413,2015-01-15,1996-01-27
FS20174585,메리와 마녀의 꽃,Mary and The Witch’s Flower,일반영화,"애니메이션,어드벤처",일본,535669,95495,3388148,95321,80868,2018-03-16,2017-12-07
FS20000176,글래디에이터,Gladiator,일반영화,"액션,사극",미국,0,95314,0,95314,7180,2015-01-23,2000-06-03
FS20148535,가자! 장미여관으로 2 - 갈증,,일반영화,멜로/로맨스,한국,3534,95238,13005,94876,50506,2014-04-10,
FS20151521,셀프/리스,Self/less,일반영화,"SF,액션,스릴러",미국,111127,96705,1015173,94835,88741,2015-09-21,2015-09-10
FS20090077,전우치,Jeon Woochi: The Taoist Wizard,일반영화,"액션,코미디,판타지",한국,6065474,94826,19754616,94826,7869,2013-12-02,2009-12-23
FS20170022,다크타워: 희망의 탑,The Dark Tower,일반영화,"액션,어드벤처,판타지",미국,97017,95975,1188837,94552,90061,2017-09-05,2017-08-23
FS20129092,테드: 황금도시 파이티티를 찾아서,Tad: the lost explorer,일반영화,애니메이션,스페인,206320,96242,895140,94499,91447,2012-09-20,
FS20081744,볼트,Bolt,일반영화,"애니메이션,코미디,어드벤처,가족",미국,753569,94418,3814226,94418,9932,2012-10-14,2008-12-31
FS20124666,크로니클,Chronicle,일반영화,"액션,스릴러",미국,384398,95204,3538128,94412,1128,2013-12-02,2012-03-15
FS20194541,안녕 베일리,A Dog's journey,일반영화,가족,미국,61099,94310,500148,94310,75501,2019-09-20,2019-09-05
FS20163183,로그 원: 스타워즈 스토리,ROGUE ONE: A STAR WARS STORY,일반영화,"액션,어드벤처,판타지,SF",미국,1019309,94574,5752855,94247,83438,2017-03-23,2016-12-28
FS20231495,소주전쟁,Big Deal,일반영화,"기타,드라마",한국,283787,94207,3458853,94207,93828,2025-05-30,
FS20119513,7광구,Sector 7,일반영화,"SF,액션,스릴러",한국,2242510,96341,9560387,94151,69838,2011-08-04,
FS20149257,설계,,일반영화,스릴러,한국,45726,94161,711641,93937,9316,2015-04-10,2014-09-18
FS20142641,나를 잊지 말아요,Remember You,일반영화,멜로/로맨스,한국,427197,94973,2923120,93726,79946,2016-01-25,2016-01-07
FS20143502,어떤살인,The Lost Choices,,,한국,17190,93933,320623,93634,78701,2015-10-28,
FS20163845,터닝메카드W: 블랙미러의 부활,Turning Mecards W: Resurrection of the Black Mirror,,,한국,430013,93374,1919372,93374,71239,2017-02-07,2017-01-18
FS20132241,잔다라: 더 비기닝,Jan Dara: The Beginning,,,태국,2502,93355,17769,93351,77952,2013-09-05,
FS20125806,극장판 썬더일레븐GO : 궁극의 우정 그리폰,Inazuma Eleven Go The Movie,일반영화,애니메이션,일본,84255,93583,414356,93346,70893,2012-05-24,
FS20156749,19곰 테드 2,Ted 2,일반영화,코미디,미국,170647,94319,905405,93278,70181,2015-07-21,2015-06-25
FS20168754,7호실,Room No.7,일반영화,코미디,한국,348017,94230,3184650,93128,85455,2017-11-07,2017-11-15
FS20040689,비포 선셋,Before Sunset,,,미국,143101,93083,1001144,93083,5168,2015-02-16,2004-10-22
FS20178126,인시디어스4: 라스트 키,Insidious: The Last Key,일반영화,,미국,554521,93054,3491350,93054,72461,2018-03-29,2018-01-31
FS20139083,언어의 정원,The Garden of Words,,,일본,84079,92898,849940,92898,18274,2013-08-28,2013-08-14
FS20102414,조선명탐정 : 각시투구꽃의 비밀,Detective K : Secret of Virtuous Widow,일반영화,"코미디,액션",한국,4786259,92722,16776789,92632,0,2011-01-27,
FS20155762,진격의 거인: 홍련의 화살,Attack on Titan: Crimson Arrows,일반영화,"애니메이션,판타지",일본,24450,93136,200334,92629,61133,2015-01-28,
FS20229518,천룡팔부: 교봉전,Sakra,일반영화,액션,홍콩,24394,92599,422762,92599,90660,2023-02-02,2023-01-25
FS20088318,배꼽,Horny Family,일반영화,"가족,코미디",한국,50,92620,1292,92449,4367,2018-04-10,2013-01-17
FS20163441,몽키킹2: 서유기 여정의 시작,Monkey King The Legend Begins,일반영화,"액션,판타지",중국,11174,92283,52410,92229,75397,2016-05-24,2016-05-19
FS20128747,분노의 윤리학,An Ethics Lesson,일반영화,"스릴러,드라마",한국,225618,92480,1687571,92128,11465,2016-04-01,2013-02-21
FS20175441,채비,The Preparation,일반영화,드라마,한국,177447,93057,1236964,92093,87250,2017-11-07,2017-11-09
FS20247440,슈퍼배드 4,Despicable Me 4,일반영화,"애니메이션,액션,어드벤처,코미디",미국,1562144,92090,9293408,92090,85174,2024-07-24,
FS19880001,이웃집 토토로,My Neighbor Totoro,,,일본,162737,91685,823902,91685,54583,2020-07-29,2001-07-28
FS20090930,이상한 나라의 앨리스,Alice In Wonderland,일반영화,"판타지,어드벤처,가족",미국,2147012,91581,12385090,91581,19293,2012-10-14,2010-03-04
FS20189123,곰돌이 푸 다시 만나 행복해,Christopher Robin,일반영화,어드벤처,미국,492201,91598,2893073,91549,82814,2018-10-02,2018-10-03
FS20011505,짱구는못말려9:태풍을부르는모레츠!,,일반영화,,일반영화,0,91384,0,91384,7964,2013-04-26,
FS20040490,투모로우,The Day After Tomorrow,일반영화,SF,미국,1830767,91259,4835418,91259,10368,2015-10-05,2004-06-03
FS20040711,화이트 칙스,White Chicks,일반영화,코미디,미국,79186,91190,468552,91190,2927,2014-01-17,2004-11-17
FS20127627,90분,90 minutes,일반영화,스릴러,한국,42,92030,352,91056,84057,2012-08-23,
FS20129588,섀도우 헌터스: 뼈의 도시,The Mortal Instruments: City of Bones,일반영화,"판타지,액션",미국,571074,93144,2465776,90783,21228,2014-03-11,2013-09-12
FS20162569,오베라는 남자,A man called ove,,,스웨덴,92905,90777,599329,90777,55519,2016-06-20,2016-05-25
FS20126010,파닥파닥,PADAK,,,한국,13437,90757,142729,90757,27568,2012-10-14,2012-07-25
FS20185361,두번할까요,"LOVE, AGAIN",일반영화,"코미디,멜로/로맨스",한국,177351,90865,2159132,90568,87122,2019-10-29,2019-10-17
FS20090685,2012,2012,일반영화,"SF,액션,어드벤처",미국,5397597,90496,18540439,90496,10950,2012-10-14,2009-11-12
FS20123484,실버라이닝 플레이북,The Silver Linings Playbook,,,미국,129875,91082,953035,90072,59580,2013-03-04,2013-02-14
FS20149125,천국에 다녀온 소년,Heaven Is for Real,일반영화,드라마,미국,41957,89996,267762,89996,63251,2014-07-02,2014-06-12
FS20181416,유열의 음악앨범,Tune in for Love,일반영화,"멜로/로맨스,드라마",한국,1245612,90374,10502049,89956,86069,2019-09-20,2019-08-28
FS20126413,페이스 블라인드,Faces In The Crowd,일반영화,"범죄,미스터리,스릴러",미국,88977,92759,654001,89817,5672,2012-10-14,2012-06-21
FS20228640,신비아파트 극장판 차원도깨비와 7개의 세계,Shinbi's Haunted House: The Dimension Ghost and the Seven Worlds,일반영화,애니메이션,한국,432388,89778,1925961,89778,79658,2022-12-21,2022-12-14
FS20248711,발레리나,BALLERINA,일반영화,"액션,스릴러",미국,323108,89691,2723088,89691,89691,2025-08-06,
FS20101213,나니아 연대기: 새벽 출정호의 항해,The Chronicles of Narnia: The Voyage of The Dawn Treader,일반영화,"판타지,가족,어드벤처",미국,1172586,89626,6456310,89626,0,2010-12-08,
FS20216476,브로큰,NOCTURNAL,일반영화,"범죄,드라마",한국,197949,89560,2645420,89560,88902,2025-02-05,
FS20191408,21 브릿지: 테러 셧다운,21 Bridges,일반영화,"스릴러,드라마,범죄",미국,127767,89547,1019712,89465,82749,2020-01-30,2020-01-01
FS20110882,밀레니엄 : 여자를 증오한 남자들,The Girl With The Dragon Tattoo,일반영화,"스릴러,드라마",미국,443855,89603,1953043,89422,7145,2013-12-02,2012-01-11
FS20134588,덕수리 5형제,A Dynamite Family,일반영화,"코미디,스릴러",한국,210777,91072,1388896,89267,80180,2014-12-12,2014-12-04
FS20140458,노벰버 맨,The November Man,일반영화,"액션,스릴러",미국,252444,89341,2771751,89206,78723,2014-10-24,2014-10-16
FS20190621,죽지않는 인간들의 밤,Night of the Undead,일반영화,"코미디,스릴러",한국,104034,89446,1642728,89117,84949,2020-10-08,2020-09-29
FS20101222,황해,The Yellow Sea,일반영화,"스릴러,액션,범죄",한국,2260512,89078,7695594,88952,300,2016-05-23,2010-12-22
FS20217551,내가 죽기를 바라는 자들,Those Who Wish Me Dead,일반영화,"범죄,스릴러",미국,54951,88874,1678546,88874,85301,2021-05-21,2021-05-05
FS20168154,딥워터 호라이즌,Deepwater Horizon,일반영화,"액션,드라마",미국,101303,89078,925088,88815,71040,2017-02-01,2017-01-25
FS19990053,해피엔드,Happy End,일반영화,"멜로/로맨스,스릴러",한국,479,88790,4410,88790,19088,2014-08-14,1999-12-11
FS20140059,팅커벨: 해적요정,The Pirate Fairy,일반영화,"애니메이션,어드벤처,판타지",미국,0,88999,0,88752,52274,,
FS20233008,로비,LOBBY,일반영화,"드라마,코미디",한국,262377,88479,4190792,88479,88219,2025-04-02,
FS20149287,덤 앤 더머 투,Dumb and Dumber To,일반영화,코미디,미국,192726,89817,1155258,88258,80617,2014-11-27,
FS20125467,레이드 : 첫번째 습격,The Raid : Redemption,일반영화,"액션,범죄,스릴러",인도네시아,21761,88268,322458,88012,3789,2012-10-14,2012-05-17
FS20134124,배우는 배우다,Rough Play,일반영화,드라마,한국,112029,88671,1242179,87752,65701,2013-11-05,2013-10-24
FS20110294,캐리비안의 해적: 낯선 조류,Pirates Of The Caribbean: On Stranger Tides,일반영화,"액션,판타지",미국,3130046,87737,12993355,87737,4075,2013-12-02,2011-05-19
FS20001439,짱구는못말려8:태풍을부르는정글,,일반영화,,일반영화,0,87680,0,87680,29150,,
FS20233014,타겟,Don't Buy the Seller,일반영화,스릴러,한국,424918,87733,5546872,87653,86451,2023-09-07,2023-08-30
FS20162925,더 보이,The Boy,,,미국,57652,87547,339835,87322,52974,2016-06-10,2016-06-01
FS20125916,두 개의 달,The Sleepless,일반영화,,한국,426706,88191,2456430,87260,63396,2012-07-12,
FS20252402,군체,COLONY,일반영화,"액션,스릴러",한국,5951875,87219,31063002,87219,87219,2026-05-21,
FS20247176,드래곤 길들이기,How to Train Your Dragon,일반영화,"액션,어드벤처,판타지",미국,1792684,87211,13823224,87211,86812,2025-06-06,
FS20168501,바스티유 데이,Bastille Day,일반영화,액션,미국,96579,87080,1565617,87073,80845,2016-11-01,2016-10-13
FS20162003,명탐정 코난:전율의 악보,Detective Conan: Full Score of Fear,일반영화,"애니메이션,미스터리",일본,116059,87006,431531,87006,61635,2019-02-27,2019-02-14
FS20212973,더 배트맨,The Batman,일반영화,"액션,범죄,드라마",미국,910575,86766,16023146,86766,80233,2022-04-12,2022-03-01
FS20191422,공수도,Justice High,일반영화,"액션,코미디",한국,3028,86755,121277,86755,79973,2020-02-28,2020-04-09
FS20249255,만약에 우리,Once We Were Us,일반영화,멜로/로맨스,한국,2603163,86749,17855762,86749,86749,2025-12-31,
FS20198317,인생은 아름다워,Life is Beautiful,일반영화,뮤지컬,한국,1176466,86379,16027338,86379,83494,2022-10-07,2022-09-28
FS20159092,앙투라지,Entourage,일반영화,코미디,미국,0,86614,0,86219,86219,,
FS20209926,세자매,Three Sisters,,,한국,84091,85900,1647205,85900,79334,2021-02-19,2021-01-27
FS20060348,로맨틱 홀리데이,The Holiday,일반영화,"코미디,멜로/로맨스",미국,1165157,85899,3711586,85899,9955,2012-10-14,2006-12-14
FS20206062,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,Pokémon: Mewtwo Strikes Back - Evolution,일반영화,애니메이션,일본,97398,85319,962488,85319,64504,2020-10-19,2020-09-30
FS20148996,파커,Parker,일반영화,"범죄,액션",미국,6828,85277,82652,85276,66352,2014-12-12,2014-12-10
FS20189843,호두까기 인형과 4개의 왕국,The Nutcracker and the Four Realms,일반영화,"판타지,드라마",미국,518272,85287,2231743,85205,71869,2019-01-28,2018-12-06
FS20159657,최강전사 미니특공대: 영웅의 탄생,Mini Force : New Heroes Rise,일반영화,애니메이션,한국,117446,86276,587526,85187,46263,2016-03-02,2016-02-04
FS20136292,"가장 따뜻한 색, 블루",Blue Is The Warmest Color,,,프랑스,60368,84971,360390,84971,20604,2014-01-27,2014-01-16
FS20138202,에픽 : 숲속의 전설,Epic,일반영화,"애니메이션,어드벤처",미국,978785,85738,2591852,84954,61643,2013-10-23,2013-08-07
FS20149950,관계,HARU,일반영화,"멜로/로맨스,드라마",한국,2146,84754,5986,84754,36260,2014-08-29,2014-08-27
FS20070116,슈렉3,Shrek 3,일반영화,"애니메이션,코미디,어드벤처,가족,판타지",미국,2826957,84705,13198464,84705,0,2007-06-06,
FS20137082,스니치,Snitch,일반영화,액션,미국,41480,85173,428866,84683,4276,2021-02-22,2013-05-09
FS20163217,라이트 아웃,Lights Out,일반영화,,미국,1111284,84558,5635533,84558,58533,2016-10-11,2016-08-24
FS20170006,제인 도,Autopsy of Jane Doe,,,영국,23469,84631,261864,84502,59191,2017-09-11,2017-08-23
FS20181164,카센타,NAILED,,,한국,14861,84835,166525,84486,80657,2019-12-05,2019-11-27
FS20030135,캐리비안의 해적 : 블랙펄의 저주,Pirates of the Caribbean: The Curse of the Black Pearl,일반영화,"어드벤처,액션,코미디",미국,0,84470,694,84470,5981,2014-06-02,2003-09-05
FS20070303,조디악,Zodiac,일반영화,"범죄,드라마,스릴러",미국,179458,84421,785640,84421,23484,2016-10-13,2007-08-15
FS20160041,인천상륙작전 : 익스텐디드 에디션(확장판),Operation Chromite,일반영화,"전쟁,드라마",한국,27493,84497,203805,84375,71064,2016-09-22,2016-09-13
FS20224303,귀신경찰,THUNDERSTRUCK COP,일반영화,코미디,한국,58661,84372,523904,84372,83457,2025-01-24,
FS20080394,비스티 보이즈,Beastie Boys,,,한국,719587,84436,3518101,84246,5439,2012-11-29,2008-04-30
FS20208282,더 플랫폼,The Platform,,,스페인,66038,84225,1734811,84098,77222,2020-05-28,2020-05-13
FS20112163,극장판 아따맘마3D : 엄마는 초능력자,ATASHINCHI THE 3D MOVIE,일반영화,애니메이션,일본,60368,84609,386344,84085,51793,2011-09-08,
FS20185001,빅샤크: 매직체인지,Happy Little Submarine : MagicBox of Time,일반영화,애니메이션,중국,138793,84003,557070,83939,61757,2018-07-16,2018-06-27
FS20224767,메모리,Memory,일반영화,"범죄,액션",미국,1926,83627,56874,83627,80358,2022-07-18,2022-07-14
FS20140145,홈,Home,일반영화,"애니메이션,어드벤처,판타지",미국,360781,84594,1390366,83593,69193,2015-05-21,
FS20198482,드림,Dream,일반영화,"코미디,드라마",한국,1128616,83585,8504392,83585,81924,2023-05-31,2023-04-26
FS20190881,T-34,T-34,,,러시아,1,83405,95,83405,14909,2019-11-21,2019-06-27
FS19900204,죽은 시인의 사회,Dead Poets Society,,,미국,86677,83251,656987,83251,11201,2014-05-23,1990-05-19
FS20101348,새미의 어드벤쳐,Sammy’s Adventure: : The Secret Passag,일반영화,"애니메이션,어드벤처",벨기에,981294,84094,3657673,83225,29648,2012-10-14,2010-12-15
FS20202585,크루즈 패밀리: 뉴 에이지,The Croods: A New Age,일반영화,"애니메이션,코미디,어드벤처,가족",미국,230057,83047,3554544,83047,72689,2021-05-28,2021-05-05
FS20192986,프리 가이,Free Guy,일반영화,"액션,어드벤처",미국,313842,82605,3448650,82605,78584,2021-09-16,2021-08-11
FS20236146,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,New Dimension! Crayon Shinchan the Movie: Battle of Supernatural Powers ~Flying Sushi~,일반영화,애니메이션,일본,945576,81962,4615222,81962,71571,2023-12-22,
FS20242404,캡틴 아메리카: 브레이브 뉴 월드,Captain America: Brave New World,일반영화,"액션,어드벤처,SF",미국,1654160,80647,18637881,80647,80230,2025-02-12,
FS20249188,에이리언: 로물루스,Alien: Romulus,일반영화,,미국,2002045,80019,17069317,80019,78318,2024-08-14,
FS20198429,자백,Confession,일반영화,"범죄,스릴러",한국,738155,79655,11877302,79655,71322,2022-11-28,2022-10-26
FS20211477,데드맨,Dead Man,일반영화,"범죄,드라마",한국,238365,78968,2382459,78968,77371,2024-02-07,
FS20231041,댓글부대,Troll Factory,일반영화,"범죄,드라마",한국,973035,78681,9140461,78681,78220,2024-03-27,
FS20223953,블랙라이트,Blacklight,일반영화,"액션,스릴러",미국,25401,78481,771646,78481,73547,2022-03-07,2022-03-09
FS20258383,나우 유 씨 미 3,Now You See Me: Now You Don’t,일반영화,"범죄,스릴러,액션",미국,1372208,77540,10451812,77540,77540,2025-11-12,
FS20249326,윗집 사람들,The People Upstairs,일반영화,"드라마,코미디",한국,549533,77504,3682435,77504,77504,2025-12-03,
FS20241337,트위스터스,Twisters,일반영화,"액션,어드벤처,드라마",미국,620240,77283,4581845,77283,76758,2024-08-14,
FS20224109,장화신은 고양이: 끝내주는 모험,Puss in Boots: The Last Wish,일반영화,애니메이션,미국,836989,77122,5449059,77122,69121,2023-01-11,2023-01-04
FS20244762,서브스턴스,THE SUBSTANCE,,,영국,562028,76888,4073035,76888,74566,2024-12-11,
FS20231839,인어공주,The Little Mermaid,일반영화,"뮤지컬,가족,판타지,멜로/로맨스",미국,647706,76004,5192317,76004,73216,2023-07-20,2023-05-24
FS20228308,극장판 뽀로로와 친구들: 바이러스를 없애줘!,Pororo and Friends: Virus Busters,일반영화,애니메이션,한국,216905,75731,1211977,75731,64502,2023-01-11,2022-12-01
FS20247782,랜드 오브 배드,Land of Bad,일반영화,"액션,전쟁",미국,44643,75323,840294,75323,72778,2024-03-13,
FS20226798,에브리씽 에브리웨어 올 앳 원스,Everything Everywhere All At Once,,,미국,397531,74686,4312840,74686,65897,2022-11-22,2022-10-12
FS20230199,플레인,Plane,일반영화,"액션,스릴러",미국,37691,74114,628544,74114,70796,2023-03-28,2023-03-15
FS20219330,메이의 새빨간 비밀,Turning Red,일반영화,"애니메이션,어드벤처,코미디",미국,0,73956,0,73956,60096,2022-04-18,
FS20208101,대무가,DAEMUGA,,,한국,63431,74025,1196136,73796,72888,2022-10-20,2022-10-12
FS20204271,행복의 나라,Land of Happiness,일반영화,드라마,한국,710620,73783,6767614,73783,73020,2024-08-14,
FS20227979,보통의 가족,A Normal Family,일반영화,"드라마,기타",한국,650367,73264,8351726,73264,71925,2024-10-16,
FS20211303,여타짜,,일반영화,"범죄,드라마",한국,4970,72926,142693,72845,70745,2021-12-10,2021-12-08
FS20216710,명탐정 코난: 비색의 탄환,Detective Conan: The Scarlet Bullet,일반영화,애니메이션,일본,234945,72380,3571648,72380,47757,2021-11-29,2021-04-16
FS20230209,앤트맨과 와스프: 퀀텀매니아,Ant-Man and the Wasp: Quantumania,일반영화,액션,미국,1551129,72226,16884781,72226,70510,2023-04-10,2023-02-15
FS20248492,와일드 로봇,The Wild Robot,일반영화,애니메이션,미국,685596,72004,6065402,72004,69801,2024-10-01,
FS20257670,워킹맨,A Working Man,일반영화,"액션,스릴러,범죄",미국,21014,71671,327865,71671,71671,2025-10-01,
FS20256757,극장판 체인소 맨: 레제편,Chainsaw Man The Movie: Reze Arc,일반영화,"애니메이션,액션,어드벤처",일본,3455935,71518,23516787,71518,71518,2025-09-24,
FS20227684,멍뭉이,My Heart Puppy,일반영화,"기타,드라마",한국,196713,71389,1755277,71389,62215,2023-03-09,2023-03-01
FS20219381,퍼피 구조대 더 무비,PAW Patrol: The Movie,일반영화,애니메이션,미국,61674,71081,603196,71081,47759,2021-09-07,2021-08-18
FS20216124,아수라도,,일반영화,"액션,범죄",한국,3166,70093,93310,70004,66576,2021-03-16,2021-03-18
FS20218772,전설의 땁,,일반영화,"범죄,액션",한국,0,69169,0,69086,67629,2022-02-11,
FS20259773,슈퍼 마리오 갤럭시,THE SUPER MARIO GALAXY MOVIE,일반영화,애니메이션,미국,1636662,68973,9636939,68973,68973,2026-04-29,
FS20224667,잠,Sleep,일반영화,,한국,1470568,68746,16091870,68746,66832,2023-10-10,2023-09-06
FS20125330,개인교수 2012,Free Student,일반영화,,벨기에,0,70392,0,68440,2137,2021-03-23,2012-04-05
FS20219345,놉,Nope,일반영화,,미국,416109,68426,4590365,68426,65277,2022-09-07,2022-08-17
FS20218349,정글 크루즈,Jungle Cruise,일반영화,"액션,어드벤처",미국,251071,67979,2844884,67979,66178,2021-10-08,2021-07-28
FS20185249,더러운 돈에 손대지 마라,DIRTY MONEY,일반영화,"범죄,드라마,액션",한국,88600,67745,1643608,67745,67430,2024-10-17,
FS20190323,새해전야,NEW YEAR BLUES,일반영화,"멜로/로맨스,코미디",한국,171500,67560,3653060,67410,63889,2021-02-24,2021-02-10
FS20259626,마이클,Michael,일반영화,드라마,미국,1629574,66304,12337901,66304,66304,2026-05-13,
FS20244167,수퍼 소닉3,Sonic the Hedgehog 3,일반영화,애니메이션,미국,364794,65931,3084032,65931,61994,2025-01-01,
FS20125306,런던 블러바드,London Boulevard,일반영화,"범죄,드라마",미국,16977,66508,320566,65596,1053,2021-06-22,2012-09-20
FS20122541,10일간의 원나잇 스탠드,BEIRUT HOTEL,일반영화,"멜로/로맨스,드라마",프랑스,1510,66346,1800,65005,979,2021-03-23,2012-11-29
FS20225190,뽀로로 극장판 드래곤캐슬 대모험,Pororo Movie_Dragon castle Adventure,일반영화,애니메이션,한국,451136,64789,2052969,64789,49736,2022-08-23,2022-07-28
FS20235030,프레디의 피자가게,Five Nights at Freddy's,일반영화,,미국,712363,64754,4485496,64754,48496,2023-11-14,2023-11-15
FS20245977,극장판 짱구는 못말려: 우리들의 공룡일기,Crayon Shinchan the Movie: Our Dinosaur Diary,일반영화,애니메이션,일본,809926,64710,4725121,64710,60976,2024-12-18,
FS20227445,원피스 필름 레드,One Piece Film Red,일반영화,애니메이션,일본,207265,63903,2230972,63903,54942,2023-02-27,2022-11-30
FS20256202,노바디2,Nobody2,일반영화,"액션,코미디",미국,59534,63837,806348,63837,63837,2025-08-27,
FS20124729,악마를 보았다 감독판,I Saw The Devil: Director's Edition,일반영화,스릴러,한국,0,62815,0,62556,5632,2022-02-16,
FS20217624,컴백홈,Come Back Home,일반영화,"드라마,코미디",한국,51405,62224,1079448,62028,60212,2022-10-11,2022-10-05
FS20218935,더 문,The Moon,일반영화,"SF,액션,드라마",한국,517378,61842,4249363,61842,60600,2023-08-18,2023-08-02
FS20235834,위시,WISH,일반영화,애니메이션,미국,1404574,60620,12134274,60620,58467,2024-01-03,
FS20217769,봄날,When Spring Comes,,,한국,34247,60574,655888,60401,59806,2022-05-03,2022-04-27
FS20202555,톰과 제리,Tom and Jerry,일반영화,애니메이션,미국,135512,60301,2683394,60301,55713,2021-03-23,2021-02-24
FS20262383,쉘터,Shelter,일반영화,"액션,스릴러",미국,21880,59953,267573,59953,59953,2026-04-15,
FS20240532,짱구,Audition 109,일반영화,드라마,한국,411178,59904,2898469,59904,59904,2026-04-22,
FS20225237,명탐정 코난: 할로윈의 신부,Detective Conan: The Bride of Halloween,일반영화,애니메이션,일본,495842,59776,2322334,59776,47421,2022-11-10,2022-07-13
FS20259791,악마는 프라다를 입는다 2,The Devil Wears Prada 2,일반영화,드라마,미국,1597548,59763,12598317,59763,59763,2026-04-29,
FS20212724,앰뷸런스,Ambulance,일반영화,"액션,범죄,드라마",미국,117515,59665,3943587,59665,57779,2022-05-02,2022-04-06
FS20210546,악마가 이사왔다,PRETTY CRAZY,일반영화,"멜로/로맨스,미스터리,코미디",한국,437776,59596,4066006,59596,59596,2025-08-13,
FS20244821,미키 17,Mickey 17,일반영화,"어드벤처,SF,드라마,코미디",미국,3013854,59455,24415064,59455,58425,2025-02-28,
FS20177501,플립,Flipped,일반영화,"드라마,멜로/로맨스",미국,370830,59317,2200573,59317,5224,2022-02-15,2017-07-12
FS20212952,극장판 안녕 자두야: 제주도의 비밀,Hello Jadoo : The Secret of Jeju Island,일반영화,애니메이션,한국,122312,59112,1566816,59112,51120,2022-02-16,2022-01-27
FS20224304,피는 물보다 진하다,The Goblin,일반영화,액션,한국,14201,58863,101688,58778,57610,2022-05-31,2022-05-25
FS20229205,메간,M3GAN,일반영화,,미국,230874,58736,2581389,58736,50111,2023-02-21,2023-01-25
FS20232180,스파이더맨: 어크로스 더 유니버스,Spider-Man: Across the Spider-Verse,일반영화,애니메이션,미국,923007,58624,7106123,58624,51176,2023-07-31,2023-06-21
FS20192680,끝장수사,THE ULTIMATE DUO,일반영화,"범죄,액션,코미디",한국,91410,57691,1225183,57691,57691,2026-04-02,
FS20227626,화란,Hopeless,일반영화,드라마,한국,264053,57582,4960875,57527,56684,2023-10-20,2023-10-11
FS20212668,도그데이즈,Dog Days,일반영화,드라마,한국,368423,57483,3819489,57483,56718,2024-02-07,
FS20197122,1947 보스톤,Road to Boston,일반영화,드라마,한국,1029786,56573,9098314,56573,54818,2023-10-12,2023-09-27
FS20216051,리스타트,RE-START,일반영화,액션,미국,40059,55421,1006277,55329,53107,2021-03-22,2021-03-11
FS20217425,더 와일드: 야수들의 전쟁,THE WILD,일반영화,"액션,범죄",한국,44540,55220,651422,55220,52430,2023-12-06,2023-11-15
FS20211177,하우스 오브 구찌,House of Gucci,일반영화,"범죄,드라마,스릴러",미국,143619,55150,2194575,55150,51592,2022-01-25,2022-01-12
FS20244850,시빌 워: 분열의 시대,Civil War,,,미국,113870,54735,1386214,54735,54150,2024-12-31,
FS20215046,노매드랜드,Nomadland,,,미국,86658,54560,1321047,54560,50574,2021-05-07,2021-04-15
FS20225167,더 렛지,The Ledge,,,영국,2394,54306,40464,54149,52540,2022-06-23,2022-06-15
FS20236568,목스박,Holy Punch,일반영화,"액션,코미디",한국,16776,53805,135426,53805,52583,2024-03-20,
FS20219822,맨 인 더 다크 2,Don't Breathe 2,일반영화,,미국,78859,53733,966366,53733,50084,2021-09-17,2021-09-01
FS20210865,고장난 론,Ron’s Gone Wrong,일반영화,애니메이션,미국,160096,53580,2265105,53580,48335,2021-12-31,2021-10-27
FS20249624,프로젝트 Y,PROJECT Y,일반영화,"범죄,드라마",한국,140808,53511,2552437,53511,53511,2026-01-21,
FS20240193,무파사: 라이온 킹,Mufasa: The Lion King,일반영화,애니메이션,미국,852680,53348,6585585,53348,52560,2024-12-18,
FS20216703,더 스파이,The Courier,일반영화,스릴러,미국,313022,53409,5126620,53168,50932,2021-05-25,2021-04-28
FS20256397,원 배틀 애프터 어나더,One Battle After Another,일반영화,"범죄,액션",미국,547854,53095,4045803,53095,53095,2025-10-01,
FS20240614,퇴마록,Exorcism Chronicles: The Beginning,,,한국,502849,52935,6019275,52935,52412,2025-02-21,
FS20180382,일진 2,,일반영화,액션,한국,2,53592,59,52845,46613,2018-09-21,2022-06-25
FS20051060,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,Pokemon: Lucario And The Mystery Of Mew,일반영화,"애니메이션,액션,어드벤처",일본,180957,51434,1804514,51434,1636,2025-01-22,
FS20212783,로스트 시티,The Lost City,일반영화,"액션,코미디,멜로/로맨스,어드벤처",미국,113186,50934,2890756,50891,48700,2022-05-17,2022-04-20
