movie_id,title_ko,title_en,online_open,theater_open,lifetime_vod,first_year_vod,first_year_note,peak_share,n_years
FS20150203,나우 유 씨 미 2,Now You See Me 2,2016-08-23,2016-07-13,420641,355994,,0.354,11
FS20140694,퓨리,Fury,2014-12-05,2014-11-20,418916,341513,,0.276,13
FS20124075,내가 살인범이다,Confession of Murder,2013-01-03,2012-11-08,418874,360164,,0.352,12
FS20183361,인크레더블 2,INCREDIBLES 2,2018-11-14,2018-07-18,418677,263022,,0.249,9
FS20124086,스파이,The Spy: Undercover Operation,2013-10-21,2013-09-05,418543,321976,,0.547,10
FS20113887,점쟁이들,Ghost Sweepers,2012-11-07,2012-10-03,418128,392509,,0.681,12
FS20174142,아이 캔 스피크,I Can Speak,2017-10-24,2017-09-21,418073,379634,,0.297,9
FS20124039,타워,The Tower,2012-12-25,,417451,342199,,0.58,14
FS20157464,더 폰,The Phone,2015-11-16,2015-10-22,417084,381808,,0.571,12
FS20128447,테이큰 2,Taken 2,2013-02-19,2012-09-27,416634,261576,,0.347,15
FS20154001,레버넌트: 죽음에서 돌아온 자,The Revenant,2016-03-02,2016-01-14,415706,322970,,0.246,11
FS20174602,노무현입니다,OUR PRESIDENT,2017-07-17,2017-05-25,414757,393851,,0.42,10
FS20147669,엑스맨: 데이즈 오브 퓨처 패스트,X-Men: Days of Future Past,2014-07-17,2014-05-22,414553,291444,,0.316,13
FS20149570,조선명탐정 : 사라진 놉의 딸,Detective K : Secret of the Lost Island,2015-03-26,2015-02-11,414011,356086,,0.465,12
FS20168261,원더 우먼,Wonder Woman,2017-06-27,2017-05-31,413990,366296,,0.294,10
FS20123383,화이: 괴물을 삼킨 아이,Hwayi: A Monster Boy,2013-11-28,2013-10-09,413572,367908,,0.52,11
FS20168183,콩: 스컬 아일랜드,Kong: Skull Island,2017-04-06,2017-03-08,413297,375053,,0.316,10
FS20175054,메이즈 러너: 데스 큐어,Maze Runner: The Death Cure,2018-02-22,2018-01-17,412453,337525,,0.318,9
FS20180522,앤트맨과 와스프,Ant-Man and the Wasp,2018-10-01,2018-07-04,411744,387660,,0.411,9
FS20081056,다크 나이트,The Dark Knight,2013-10-28,2008-08-06,411713,15852,,0.224,15
FS20205041,분노의 질주: 더 얼티메이트,Fast & Furious 9 THE FAST SAGA,2021-07-20,2021-05-19,409808,386267,,0.493,6
FS20149569,악의 연대기,The Chronicles of Evil,2015-06-10,2015-05-14,408608,355637,,0.399,10
FS20124399,반창꼬,Love 911,2013-01-22,2012-12-19,408240,299766,,0.415,14
FS20113972,지.아이.조 2,G.I. Joe 2: Retaliation,2013-03-28,,405189,347502,,0.548,13
FS20166363,잭 리처: 네버 고 백,Jack Reacher: Never Go Back,2016-12-28,2016-11-30,403443,372049,,0.611,11
FS20152963,수어사이드 스쿼드,Suicide Squad,2016-10-06,2016-08-03,403379,328042,,0.246,11
FS20129156,몬스터 호텔,HOTEL TRANSYLVANIA,2013-07-03,2013-01-17,403029,39179,,0.109,14
FS20122784,몽타주,Montage,2013-06-19,2013-05-16,402767,353021,,0.316,14
FS20173694,지오스톰,Geostorm,2018-01-16,2017-10-19,401604,258243,,0.269,10
FS20112134,배틀쉽,Battleship,2012-10-14,2012-04-11,401343,82494,,0.315,15
FS20179205,조선명탐정: 흡혈괴마의 비밀,Detective K: Secret of the Living Dead,2018-03-14,2018-02-08,400825,385604,,0.384,9
FS20192696,발신제한,HARD HIT,2021-07-19,2021-06-23,399120,388874,,0.382,4
FS20191951,블랙 위도우,Black Widow,2021-08-06,2021-07-07,398571,389355,,0.395,6
FS20197121,삼진그룹 영어토익반,SAMJIN COMPANY ENGLISH CLASS,2020-11-19,2020-10-21,397977,387785,,0.453,6
FS20041417,뽀로로의 대모험,Pororo To The Cookie Castle,2014-01-23,,397729,14482,,0.04,12
FS20159058,도리를 찾아서,Finding Dory,2016-10-24,2016-07-06,396450,280634,,0.189,11
FS20196939,더 이퀄라이저 2,The Equalizer 2,2018-12-10,,396382,332710,,0.269,9
FS20149266,차이나타운,Coin Locker Girl,2015-05-27,2015-04-29,396218,345606,,0.387,11
FS20210087,듄,DUNE,2021-11-09,2021-10-20,395635,249365,,0.209,6
FS20164501,미스 페레그린과 이상한 아이들의 집,Miss Peregrine's Home For Peculiar Children,2016-10-27,2016-09-28,394616,338695,,0.334,11
FS20155422,굿 다이노,The Good Dinosaur,2016-02-01,2016-01-07,393772,247037,,0.265,11
FS20211792,헌트,HUNT,2022-09-22,2022-08-10,393714,389871,,0.59,5
FS20139164,표적,The Target,2014-06-17,2014-04-30,393284,343645,,0.325,10
FS20174981,창궐,Rampant,2018-11-19,2018-10-25,390929,371952,,0.469,9
FS20139881,피끓는 청춘,Hot Young Bloods,2014-02-11,2014-01-22,390521,321575,,0.294,13
FS20124050,화차,Helpless,2012-10-14,2012-03-08,390402,36484,,0.291,15
FS20113743,댄싱퀸,Dancing Queen,2012-10-14,2012-01-18,389570,39091,,0.331,14
FS20184802,몬스터 호텔 3,Hotel Transylvania 3: A Monster Vacation,2018-09-17,2018-08-08,389343,271493,,0.262,9
FS20204261,콰이어트 플레이스 2,A Quiet Place: Part II,2021-06-28,2021-06-16,389318,337567,,0.389,6
FS20128687,가문의 영광5 - 가문의 귀환,Return of the Mafia,2012-12-19,,388986,301587,,0.421,13
FS20197846,악질경찰,Jo Pil-ho: The Dawning Rage,2019-04-04,2019-03-20,387713,373228,,0.57,8
FS20141111,"님아, 그 강을 건너지 마오","My Love, Don't Cross That River",2015-02-03,2014-11-27,386255,287953,,0.445,12
FS20147790,캡틴 아메리카: 윈터 솔져,Captain America: The Winter Soldier,2014-08-05,2014-03-26,383554,248024,,0.263,13
FS20090822,바람,Wish,2014-04-17,2009-11-26,382982,37535,,0.178,15
FS20161827,로건,Logan,2017-03-07,2017-03-01,382761,330351,,0.267,8
FS20112703,다크 나이트 라이즈,The Dark Knight Rises,2012-10-30,2012-07-19,382262,285425,,0.389,15
FS20183813,결백,Innocence,2020-07-02,2020-06-10,382018,374865,,0.408,6
FS20148845,스물,Twenty,2015-04-29,2015-03-25,380263,283324,,0.361,12
FS20185985,광대들: 풍문조작단,Jesters: The Game Changers,2019-09-04,2019-08-21,379905,366981,,0.423,8
FS19920389,나 홀로 집에 2,Home Alone 2,2015-11-16,1992-12-18,378400,37108,,0.072,15
FS20124400,간첩,The Spies,2015-11-12,2012-09-20,377536,4245,,0.551,13
FS20208446,외계+인 1부,Alienoid,2022-08-12,2022-07-20,377444,356789,,0.385,5
FS20171122,레디 플레이어 원,Ready Player One,2018-04-24,2018-03-28,376453,311173,,0.269,9
FS20185881,증인,Innocent Witness,2019-03-11,2019-02-13,375995,360879,,0.327,7
FS20138544,헝거게임: 캣칭 파이어,The Hunger Games: Catching Fire,2014-03-21,2013-11-21,374220,248891,,0.203,12
FS20090927,방자전,The Servant,2014-01-16,2010-06-02,374058,57107,,0.055,15
FS20135221,분노의 질주: 더 맥시멈,The Fast and the Furious 6,2013-08-20,2013-05-22,373915,228275,,0.278,14
FS20170841,리틀 포레스트,Little Forest,2018-03-30,2018-02-28,372427,278825,,0.238,9
FS20100190,드래곤 길들이기,How To Train Your Dragon,2014-01-16,2010-05-20,371896,146023,,0.244,15
FS20135001,몬스터 대학교,Monsters University,2013-11-07,2013-09-12,371515,153462,,0.176,14
FS20135661,어메이징 스파이더맨 2,The Amazing Spider-Man 2,2014-10-30,2014-04-23,370224,47645,,0.276,13
FS20129388,주먹왕 랄프,Wreck-It Ralph,2013-02-06,2012-12-19,370210,158087,,0.095,14
FS20120426,고령화 가족,Boomerang Family,2013-07-01,2013-05-09,369930,309574,,0.383,13
FS20140425,나를 찾아줘,Gone Girl,2015-05-06,2014-10-23,369601,43560,,0.338,13
FS20142855,성난 변호사,The Advocate : A Missing Body,2015-11-10,2015-10-08,368031,331768,,0.497,10
FS20125427,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,Crayon Shin-chan: The Storm Called: Operation Golden Spy,2012-10-14,2012-04-26,367523,77214,,0.311,15
FS20127634,메리다와 마법의 숲,Brave,2013-05-09,2012-09-27,367177,37030,,0.211,15
FS20143253,존 윅,John Wick,2015-02-23,2015-01-21,366064,146521,,0.151,12
FS20225061,아바타: 물의 길,Avatar: The Way of Water,2023-03-29,2022-12-14,365704,276501,,0.324,4
FS20216492,노바디,Nobody,2021-04-28,2021-04-07,364254,328614,,0.371,6
FS20148807,엣지 오브 투모로우,Edge of Tomorrow,2014-01-17,2014-06-04,363489,261445,,0.289,13
FS20183584,메가로돈,The Meg,2018-09-11,2018-08-15,362242,299848,,0.387,9
FS20184047,토이 스토리 4,Toy Story 4,2019-10-21,2019-06-20,361452,295784,,0.194,8
FS20177539,사바하,SVAHA : THE SIXTH FINGER,2019-03-25,2019-02-20,359781,320672,,0.36,8
FS20218256,이터널스,Eternals,2022-01-07,2021-11-03,359482,350491,,0.584,5
FS20127401,레지던트 이블 5 : 최후의 심판,Resident Evil: Retribution,2012-12-05,2012-09-13,358976,281297,,0.494,15
FS20000069,토이 스토리 2,Toy Story 2,2013-07-03,1999-12-18,358313,33720,,0.099,15
FS20137043,남자가 사랑할 때,Man In Love,2014-03-10,2014-01-22,357410,230042,,0.316,13
FS20129368,파파로티,My Paparotti,2013-04-19,2013-03-14,357306,210265,,0.281,13
FS20088506,26년,26 Years,2013-01-08,2012-11-29,356990,285244,,0.372,10
FS20218391,보스 베이비 2,Boss Baby: Family Business,2021-08-11,2021-07-21,356661,307862,,0.358,6
FS20112534,도가니,Silenced,2012-10-14,2011-09-22,354576,25478,,0.392,13
FS20127494,늑대아이,Wolf Children,2013-09-13,2012-09-13,353141,44556,,0.137,14
FS20179382,에이리언: 커버넌트,Alien: Covenant,2017-06-22,2017-05-09,351223,308178,,0.388,10
FS20134582,소원,Hope,2013-11-28,2013-10-02,351168,285057,,0.429,14
FS20184105,말모이,MAL·MO·E: The Secret Mission,2019-02-01,2019-01-09,350606,328209,,0.362,8
FS20197721,엔젤 해즈 폴른,Angel Has Fallen,2019-11-26,2019-11-13,350551,333104,,0.483,8
FS20186501,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,2018-09-07,2018-08-01,350497,200058,,0.215,9
FS20122192,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,Pawer Rangers: Captain Force VS Miracle Force,2012-12-13,,350233,195338,,0.159,15
FS20177537,상류사회,High Society,2019-01-10,2018-08-29,348529,60756,,0.527,9
FS20150782,인디펜던스 데이 : 리써전스,Independence Day: Resurgence,2016-07-27,2016-06-22,348191,315236,,0.394,10
FS20154909,살인자의 기억법,MEMOIR OF A MURDERER,2017-10-18,2017-09-06,348090,320239,,0.342,9
FS20212855,닥터 스트레인지: 대혼돈의 멀티버스,Doctor Strange in the Multiverse of Madness,2022-06-14,2022-05-04,348020,338240,,0.41,5
FS20180442,사자,The Divine Fury,2019-08-22,2019-07-31,347748,334077,,0.487,8
FS20148383,말레피센트,Maleficent,2014-09-03,2014-05-29,345515,170777,,0.147,13
FS20163215,미 비포 유,Me Before You,2016-08-10,2016-06-01,345497,187296,,0.108,11
FS20080396,아이언맨,Iron Man,2014-03-26,2008-04-30,345485,12202,,0.118,15
FS20136888,강남 1970,Gangnam Blues,2015-03-11,2015-01-21,344773,293156,,0.615,12
FS20090933,아이언맨 2,Iron Man 2,2014-01-28,2010-04-29,343929,20925,,0.126,15
FS20158150,워크래프트: 전쟁의 서막,Warcraft,2016-06-24,2016-06-09,343489,305303,,0.313,11
FS20196272,미드웨이,Midway,2020-01-14,2019-12-31,343475,299703,,0.315,7
FS20205262,엽문4: 더 파이널,Ip Man4: The Finale,2020-04-09,2020-04-01,343218,331051,,0.372,6
FS20144682,샌 안드레아스,San Andreas,2015-09-01,2015-06-03,342531,264299,,0.479,12
FS20112173,리얼 스틸,Real Steel,2012-10-14,2011-10-12,341987,24802,,0.357,15
FS20159645,특별수사: 사형수의 편지,Proof of Innocence,2016-07-08,2016-06-16,341538,296050,,0.33,10
FS20227890,슈퍼 마리오 브라더스,The Super Mario Bros. Movie,2023-05-22,2023-04-26,339766,273260,,0.35,4
FS20192083,터미네이터: 다크 페이트,Terminator: Dark Fate,2019-12-27,2019-10-30,339654,323077,,0.48,7
FS20198183,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,2019-05-16,2019-04-25,339619,227980,,0.203,8
FS20168221,저스티스 리그,Justice League,2018-01-11,2017-11-15,339040,243596,,0.262,10
FS20205106,압꾸정,MEN OF PLASTIC,2022-12-13,2022-11-30,338766,336356,,0.57,5
FS20111987,신들의 전쟁,Immortals,2012-10-14,2011-11-10,338741,10993,,0.673,10
FS20169348,대립군,WARRIORS OF THE DAWN,2017-05-30,2017-05-31,338729,302513,,0.317,10
FS20192354,특송,Special Delivery,2022-01-24,2022-01-12,338664,331335,,0.533,5
FS19940256,라이온 킹,The Lion King,2013-12-02,1994-07-02,337794,37649,,0.07,15
FS20188282,알리타: 배틀 엔젤,Alita: Battle Angel,2019-07-08,2019-02-05,337215,309583,,0.551,8
FS20208245,핸섬가이즈,Handsome Guys,2024-06-26,,336037,326285,,0.491,3
FS20178395,12 솔져스,12 Strong,2018-01-18,2018-01-31,335873,298886,,0.351,9
FS20100377,토이 스토리 3,Toy Story 3,2013-12-02,2010-08-05,335794,41272,,0.083,15
FS20100814,슈퍼  배드,Despicable Me,2013-07-08,2010-09-16,335151,48918,,0.086,15
FS20185081,아이 필 프리티,I Feel PRETTY,2018-07-24,2018-06-06,334798,292747,,0.363,9
FS20136961,퍼시픽 림,Pacific Rim,2013-10-04,2013-07-11,334265,230065,,0.245,14
FS20124080,나는 왕이로소이다,I am the King,2015-08-31,2012-08-08,334179,3956,,0.415,15
FS20110193,써니,Sunny,2012-10-14,2011-05-04,333763,35742,,0.135,15
FS20190815,보이스,On the Line,2021-10-29,2021-09-15,333728,319622,,0.381,6
FS20209654,헤어질 결심,Decision to Leave,2022-08-01,2022-06-29,333439,322310,,0.401,5
FS20070582,"색, 계","Lust, Caution",2016-05-27,2007-11-08,330054,34282,,0.063,15
FS20126581,전망 좋은 집,A House with a View,2012-10-14,2012-10-25,329827,237160,,0.168,14
FS20125048,호빗: 뜻밖의 여정,The Hobbit: An Unexpected Journey,2013-03-27,2012-12-13,327644,241240,,0.249,14
FS20113805,완벽한 파트너-감독판,,2017-01-06,2011-12-01,327573,4519,,0.271,14
FS20124057,용의자X,Perfect Number,2012-12-12,2012-10-18,327439,288087,,0.457,12
FS20148841,헬머니,Granny's Got Talent,2015-03-24,2015-03-05,327117,267295,,0.46,12
FS20186281,범블비,Bumblebee,2019-01-10,2018-12-25,325406,291985,,0.35,8
FS20176814,신비한 동물들과 그린델왈드의 범죄,Fantastic Beasts: The Crimes of Grindelwald,2018-12-10,2018-11-14,324900,253195,,0.286,9
FS20150979,덕혜옹주,The Last Princess,2016-08-09,2016-08-03,324535,266322,,0.307,11
FS20179230,도어락,Door Lock,2018-12-18,2018-12-05,324006,304217,,0.353,7
FS20133701,하늘에서 음식이 내린다면 2,Cloudy with a Chance of Meatballs 2,2014-01-10,2013-11-21,323566,168101,,0.24,14
FS20161762,반드시 잡는다,The Chase,2017-12-13,2017-11-29,322639,295924,,0.392,9
FS20235253,외계+인 2부,Alienoid,2024-01-10,,322518,320401,,0.466,3
FS20212932,탈주,Escape,2024-07-03,,321415,319679,,0.548,3
FS20140402,헝거게임: 모킹제이,The Hunger Games: Mockingjay - Part 1,2015-02-11,2014-11-20,319808,198886,,0.287,11
FS20137811,엘리시움,Elysium,2013-10-02,2013-08-29,318778,271331,,0.401,14
FS20180962,지푸라기라도 잡고 싶은 짐승들,BEASTS CLAWING AT STRAWS,2020-03-27,2020-02-19,318722,307008,,0.42,6
FS20128690,연애의 온도,Very Ordinary Couple,2013-04-30,2013-03-21,318198,195156,,0.186,13
FS20113461,007 스카이폴,SKYFALL,2013-02-20,2012-10-26,317945,264639,,0.358,13
FS20123641,잭 더 자이언트 킬러,JACK THE GIANT SLAYER,2013-05-22,2013-02-28,317545,280214,,0.373,14
FS20174603,퍼시픽 림: 업라이징,Pacific Rim: Uprising,2018-04-12,2018-03-21,317016,274701,,0.342,9
FS20201122,테넷,Tenet,2020-12-03,2020-08-26,316395,297067,,0.511,7
FS20191061,007 노 타임 투 다이,007 No Time To Die,2021-11-02,2021-09-29,316262,303995,,0.465,6
FS20151227,아빠는 딸,"Daddy You, Daughter Me",2017-04-13,2017-04-12,316247,281651,,0.399,9
FS20113885,맨 인 블랙 3,Men In Black III,2012-10-14,2012-05-24,315218,97679,,0.524,15
FS20124055,아부의 왕,Mr. Xxx-Kisser,2012-10-14,2012-06-21,314744,31731,,0.629,13
FS20175771,라이온 킹,The Lion King,2019-11-05,2019-07-17,314629,152906,,0.326,8
FS20113745,스노우 화이트 앤 더 헌츠맨,Snow White And The Huntsman,2012-10-14,2012-05-30,314399,123593,,0.377,14
FS20137426,애프터 어스,After Earth,2013-05-30,,313665,298977,,0.702,6
FS20186261,드래곤 길들이기 3,How to Train Your Dragon 3,2019-03-21,2019-01-30,312060,214428,,0.227,8
FS20113535,부러진 화살,Unbowed,2012-10-14,2012-01-18,311358,29186,,0.537,7
FS20161744,트롤,Trolls,2017-03-20,2017-02-16,310280,175240,,0.18,10
FS20145502,남과 여,A Man and A Woman,2016-03-28,2016-02-25,309507,173930,,0.134,11
FS20040734,노트북,The Notebook,2014-04-17,2004-11-26,309142,11556,,0.09,14
FS20050225,찰리와 초콜릿 공장,Charlie And The Chocolate Factory,2014-07-08,2005-09-16,308221,14798,,0.086,15
FS20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,The Haunted House: The Sky Ghost VS Jormungandr,2020-01-15,2019-12-19,308089,231352,,0.198,7
FS20232631,미션 임파서블: 데드 레코닝 PART ONE,Mission: Impossible - Dead Reckoning Part One,2023-09-21,2023-07-12,307699,276054,,0.382,4
FS20184903,오션스8,Ocean's 8,2018-07-16,2018-06-13,307524,284000,,0.29,9
FS20124348,돈 크라이 마미,"Don't Cry, Mommy",2012-11-22,,306103,288885,,0.498,9
FS20153741,미씽: 사라진 여자,MISSING,2016-12-22,2016-11-30,305100,276846,,0.556,9
FS20224517,용감한 시민,Brave Citizen,2023-11-06,2023-10-25,305015,296383,,0.237,4
FS20177946,월요일이 사라졌다,What Happened to Monday,2018-03-22,2018-02-22,304897,276163,,0.348,8
FS20193601,장사리 : 잊혀진 영웅들,Battle of Jangsari,2019-10-14,2019-09-25,304834,274730,,0.314,8
FS20215850,고질라 VS. 콩,Godzilla VS. Kong,2021-04-15,2021-03-25,304213,266984,,0.317,6
FS20161364,귀향,Spirits' Homecoming,2016-04-12,2016-02-24,303166,266761,,0.319,9
FS20163137,나의 소녀시대,Our Times,2016-07-04,2016-05-12,302832,166795,,0.168,10
FS20090893,극장판파워레인저 엔진포스VS 와일드스피릿,Engine Sentai Go-onger VS Gekiranger,2010-01-07,,302134,0,,0.073,7
FS20241941,좀비딸,My Daughter is a Zombie,2025-07-30,,301989,301480,,0.575,2
FS20126090,조선미녀삼총사,The Huntresses,2014-01-29,,299619,269755,,0.401,6
FS20159162,갓 오브 이집트,Gods of Egypt,2016-05-23,2016-03-03,299486,261353,,0.486,11
FS20148844,손님,The Piper,2015-07-23,2015-07-09,299363,275318,,0.405,10
FS20040745,인크레더블,The Incredibles,2013-04-30,2004-12-15,299157,28736,,0.22,15
FS20208686,콜 오브 와일드,The Call of the Wild,2020-05-28,2020-05-14,298823,280507,,0.473,7
FS20147299,논스톱,Non-Stop,2014-05-30,2014-02-27,298697,278164,,0.579,12
FS20183002,해치지않아,SECRET ZOO,2020-01-31,2020-01-15,298314,288163,,0.569,6
FS20157465,그놈이다,FATAL INTUITION,2015-11-19,2015-10-28,297373,261287,,0.578,12
FS20192399,1917,1917,2020-03-16,2020-02-19,296574,282010,,0.41,7
FS19970306,인어공주,The Little Mermaid,2013-12-02,1991-12-21,296241,31955,,0.019,15
FS20232394,야당,YADANG: THE SNITCH,2025-04-16,,295462,295041,,0.427,2
FS20126745,리미트리스,Limitless,2016-07-12,2012-07-12,294426,6428,,0.404,15
FS20147907,맛 무삭제,,2014-02-24,,293681,202362,,0.202,12
FS20169643,침묵,Heart Blackened,2017-11-07,2017-11-02,293479,256214,,0.462,8
FS20151964,명탐정 코난 : 화염의 해바라기,Detective Conan: Sunflowers of Inferno,2015-08-24,2015-08-05,293034,204230,,0.286,12
FS20163661,레전드 오브 타잔,The Legend of Tarzan,2016-08-01,2016-06-29,292372,272131,,0.24,11
FS20231089,존 윅 4,John Wick: Chapter 4,2023-05-30,2023-04-12,292224,279571,,0.507,4
FS20163580,그레이트 월,The Great Wall,2017-03-14,2017-02-15,291994,250848,,0.266,10
FS20126409,본 레거시,The Bourne Legacy,2012-11-08,2012-09-06,291621,228249,,0.515,15
FS20178581,오리엔트 특급 살인,Murder on the Orient Express,2017-12-21,2017-11-29,290386,249172,,0.363,10
FS20203702,노량: 죽음의 바다,Noryang: Deadly Sea,2023-12-20,,289976,286401,,0.596,3
FS20080653,쿵푸 팬더,Kung Fu Panda,2019-05-13,2008-06-05,289632,19659,,0.094,15
FS20189067,미쓰백,Miss Baek,2018-11-23,2018-10-11,289248,272433,,0.367,7
FS20162871,특별시민,The Mayor,2017-05-26,2017-04-26,288928,274583,,0.577,10
FS20216362,크루엘라,Cruella,2021-06-22,2021-05-26,287874,273145,,0.292,6
FS20139221,그래비티,Gravity,2013-10-17,,287619,162720,,0.161,13
FS20159185,강남1970(무삭제판),Gangnam 1970,2015-03-18,,287425,227960,,0.343,11
FS19910355,나홀로 집에,Home Alone,2015-11-16,1991-07-06,287308,5340,,0.108,15
FS20181983,이웃사촌,Best Friend,2020-12-15,2020-11-25,287152,278892,,0.473,5
FS20217651,캐시트럭,Wrath of Man,2021-06-25,2021-06-09,286288,281587,,0.574,6
FS20184865,고질라: 킹 오브 몬스터,Godzilla: King of the Monsters,2019-06-17,2019-05-29,286206,233741,,0.323,8
